priority,deadline_hours,task_bandwidth,task_skill_1,task_skill_2,task_skill_3,task_skill_4,task_skill_5,task_skill_6,task_skill_7,task_skill_8,task_skill_9,task_skill_10,emp_bandwidth,emp_skill_1,emp_skill_2,emp_skill_3,emp_skill_4,emp_skill_5,emp_skill_6,emp_skill_7,emp_skill_8,emp_skill_9,emp_skill_10,match_score,label_user_id,num_matching_skills
1,42,39,0,0,0,0,0,0,1,1,0,0,42,0,0,0,0,1,0,1,0,0,1,0.5,E063,1
2,58,28,1,1,0,0,1,0,1,0,1,0,27,0,1,0,0,1,0,0,0,1,0,0.6,E018,3
3,25,19,0,1,0,1,0,0,0,0,1,0,5,0,1,1,0,1,0,0,0,1,0,0.67,E006,2
2,50,8,1,0,1,0,0,1,1,0,0,0,39,1,1,0,0,0,0,0,0,1,0,0.25,E019,1
1,37,9,1,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,1,1,1,0,0.5,E009,1
1,54,18,0,0,0,1,1,1,1,1,0,0,8,0,1,0,1,1,0,0,0,0,0,0.4,E035,2
2,20,27,0,0,1,0,0,0,0,1,0,0,10,1,1,1,1,0,1,0,0,0,0,0.5,E068,1
3,54,30,0,0,0,0,0,1,0,1,1,1,13,1,0,0,1,1,0,0,1,0,1,0.5,E003,2
3,20,24,0,0,1,0,1,0,1,0,0,0,36,0,0,0,1,0,1,1,0,1,1,0.33,E008,1
1,34,19,0,1,0,0,1,1,1,0,0,0,21,0,0,0,0,0,1,0,1,0,0,0.25,E068,1
2,11,11,0,1,0,0,1,0,0,1,0,1,41,0,0,1,0,0,1,1,0,1,1,0.25,E058,1
3,43,30,1,0,1,0,0,0,0,0,1,0,48,1,0,1,0,1,1,1,0,0,0,0.67,E029,2
3,5,11,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,0,1,0,1,0,1,0.5,E087,1
3,59,15,1,1,0,0,0,1,0,0,1,1,11,0,0,0,1,0,0,1,0,0,1,0.2,E010,1
3,20,24,1,1,0,0,0,1,0,1,0,0,21,1,0,0,0,0,1,1,0,0,1,0.5,E032,2
2,28,12,1,0,1,0,1,0,1,0,0,1,35,1,1,1,0,0,0,1,0,0,0,0.6,E087,3
2,44,19,1,1,0,0,0,0,0,0,1,0,23,0,1,0,0,0,0,0,1,1,0,0.67,E041,2
3,56,9,1,1,1,0,0,0,0,0,1,1,39,1,0,0,0,0,0,1,1,0,0,0.2,E039,1
3,29,26,0,0,0,0,1,0,1,1,0,0,33,0,0,1,1,0,0,1,1,0,1,0.67,E022,2
3,65,28,0,0,0,0,1,0,1,1,0,1,29,0,1,1,1,1,0,0,1,0,0,0.5,E078,2
3,66,8,0,1,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0.2,E020,1
2,51,36,0,0,0,0,1,1,0,0,1,0,41,0,0,1,0,1,1,1,0,0,1,0.67,E005,2
3,12,26,0,1,1,1,0,0,0,0,1,0,49,0,0,1,1,0,0,1,0,0,0,0.5,E015,2
1,27,5,0,0,0,0,1,0,1,0,0,0,46,1,0,1,0,0,1,1,1,0,0,0.5,E010,1
3,52,23,0,1,1,0,0,1,0,0,0,1,35,1,0,1,1,0,0,0,1,1,0,0.25,E015,1
2,31,11,1,0,0,1,0,0,0,1,0,0,15,0,0,0,1,1,1,0,1,1,0,0.67,E076,2
3,53,32,1,0,0,0,0,0,1,1,1,0,6,1,0,1,1,0,0,1,0,0,1,0.5,E012,2
1,52,26,1,0,0,0,0,0,0,1,1,0,15,0,0,0,0,1,0,1,1,0,0,0.33,E093,1
1,60,39,0,0,0,1,0,0,1,0,0,1,9,0,0,0,1,1,0,1,1,0,1,1.0,E045,3
3,45,8,0,0,0,0,0,0,0,1,0,1,37,0,1,0,0,1,1,0,0,1,1,0.5,E037,1
2,65,31,0,1,0,0,0,1,1,1,0,0,36,0,0,0,1,0,0,1,0,0,0,0.25,E034,1
3,63,9,0,1,0,1,0,0,1,1,0,0,18,0,0,0,1,0,1,0,1,1,0,0.5,E032,2
1,57,10,0,1,0,1,0,0,0,1,1,0,4,0,1,0,0,0,1,1,0,1,0,0.5,E007,2
3,44,17,0,1,0,0,0,1,0,1,1,0,30,0,1,0,0,0,0,1,0,0,0,0.25,E085,1
2,5,25,0,0,0,0,0,0,0,1,1,1,41,0,0,0,0,0,1,0,1,0,1,0.67,E086,2
3,31,14,1,0,0,1,1,0,0,1,1,0,25,0,1,0,0,1,0,0,0,0,1,0.2,E070,1
2,17,24,0,0,0,0,1,1,1,0,0,1,11,0,0,1,0,1,0,1,1,1,0,0.5,E058,2
1,63,6,1,0,1,1,0,1,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0.2,E012,1
1,22,8,0,0,0,0,0,1,1,0,1,1,38,0,1,1,0,1,0,0,0,0,1,0.25,E036,1
2,16,29,1,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0.25,E061,1
2,22,38,0,0,1,0,0,1,0,0,0,0,35,0,1,0,0,1,1,0,0,1,0,0.5,E075,1
2,44,9,1,0,1,0,0,0,0,0,1,0,26,1,0,0,0,1,0,0,0,0,1,0.33,E092,1
3,66,38,1,0,0,1,0,1,0,0,0,0,35,1,0,0,1,0,0,1,1,0,0,0.67,E043,2
2,11,20,0,0,0,0,1,1,0,0,1,1,8,0,0,1,0,1,1,0,1,0,1,0.75,E030,3
3,15,16,0,1,1,0,0,1,0,0,0,0,35,0,1,0,0,0,1,0,1,0,1,0.67,E060,2
3,70,30,0,0,0,0,1,1,0,0,0,0,24,0,0,0,1,0,1,0,0,0,0,0.5,E076,1
2,48,36,0,0,1,0,1,0,0,1,0,1,40,0,0,0,0,0,1,0,1,0,1,0.5,E023,2
2,27,11,0,0,1,1,0,0,1,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0.25,E085,1
1,52,38,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.5,E093,1
1,34,33,0,0,0,0,1,0,0,1,1,1,21,0,0,1,0,0,1,0,0,0,1,0.25,E096,1
2,12,35,1,1,1,0,1,0,0,1,0,0,24,0,1,0,0,0,0,1,0,0,0,0.2,E004,1
1,19,20,0,1,1,0,1,0,0,1,0,0,6,0,1,1,0,0,1,0,0,0,0,0.5,E070,2
1,71,17,0,0,0,0,1,0,0,1,1,0,26,1,1,0,0,0,1,0,1,0,0,0.33,E001,1
2,70,20,0,1,0,1,0,0,0,0,0,0,11,0,1,1,0,0,0,1,1,1,0,0.5,E040,1
1,35,6,0,0,0,0,0,0,1,1,0,0,39,0,1,1,0,0,1,1,0,0,0,0.5,E003,1
1,71,7,0,0,0,0,1,1,1,0,1,0,7,0,0,0,0,1,1,0,0,1,1,0.75,E010,3
3,49,16,0,0,0,1,1,1,0,0,1,0,12,0,0,0,0,1,1,1,1,0,1,0.5,E037,2
3,39,17,0,0,0,1,1,0,0,0,0,0,20,0,0,0,1,0,0,0,1,1,0,0.5,E032,1
1,44,26,1,1,0,1,1,0,0,0,0,0,47,0,0,1,0,1,1,0,0,1,0,0.25,E048,1
1,11,6,1,1,0,0,0,0,1,0,0,0,30,1,0,0,0,1,0,0,0,0,0,0.33,E015,1
2,67,23,0,1,0,1,0,1,0,1,1,0,7,0,1,0,0,0,0,0,0,1,0,0.4,E087,2
1,38,19,1,1,1,1,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,1,0.25,E075,1
3,21,19,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0.4,E060,2
2,9,34,0,0,0,0,0,1,0,1,0,0,49,0,0,0,0,0,0,0,1,1,1,0.5,E042,1
1,28,8,1,0,0,1,1,0,0,0,1,1,42,1,0,1,0,1,0,0,1,1,0,0.6,E008,3
2,40,33,0,1,1,0,0,1,1,0,0,0,28,0,1,0,1,0,0,1,0,0,0,0.5,E055,2
3,35,27,0,1,0,0,0,0,1,0,1,0,29,0,1,0,0,1,0,1,0,1,0,1.0,E089,3
3,14,7,0,0,1,1,1,0,1,0,1,0,16,0,1,1,0,0,0,1,1,0,0,0.4,E047,2
2,59,22,0,1,0,0,1,1,1,1,0,0,39,0,0,0,0,1,1,0,0,0,0,0.4,E063,2
3,46,33,1,0,0,0,1,0,1,1,1,0,18,0,1,0,0,0,0,1,1,1,0,0.6,E067,3
2,22,35,0,0,0,1,1,0,0,0,0,0,27,0,0,1,1,1,0,0,0,1,0,1.0,E093,2
1,50,9,1,0,0,0,0,0,1,1,1,1,33,1,1,0,0,1,0,0,0,1,1,0.6,E065,3
2,7,28,1,0,0,1,1,1,1,0,0,0,17,0,0,1,0,0,1,0,0,0,0,0.2,E045,1
3,67,36,0,1,0,0,0,1,1,1,0,0,42,0,0,1,0,1,1,0,0,1,0,0.25,E071,1
1,47,32,0,1,1,1,0,0,1,0,0,0,11,1,0,1,0,0,0,1,0,0,0,0.5,E062,2
2,26,35,0,1,0,0,0,1,0,1,0,1,29,0,1,0,0,0,0,0,0,1,1,0.5,E005,2
3,16,12,1,0,1,0,1,0,1,0,1,0,15,1,1,1,0,0,1,1,0,0,0,0.6,E092,3
1,28,24,1,0,0,0,0,0,0,0,1,0,39,0,1,0,1,0,0,0,0,1,0,0.5,E061,1
3,29,24,0,0,0,1,0,0,1,0,0,1,5,1,1,0,1,0,1,0,0,1,0,0.33,E078,1
2,46,13,0,0,0,1,1,0,0,0,1,0,3,1,0,1,1,0,0,0,1,0,0,0.33,E017,1
1,22,29,0,0,1,0,1,0,0,1,0,0,12,0,0,1,0,0,0,1,0,0,0,0.33,E016,1
2,27,13,1,1,0,0,0,0,1,0,0,0,17,1,1,0,0,0,1,0,1,0,1,0.67,E006,2
3,58,33,0,1,0,0,0,0,0,1,0,1,39,1,0,1,0,1,0,0,1,0,0,0.33,E066,1
2,28,10,0,0,1,1,0,0,0,0,0,0,29,1,1,1,0,1,1,0,0,0,0,0.5,E049,1
1,9,28,0,1,1,1,0,1,1,0,0,0,33,1,1,0,0,0,1,0,1,1,0,0.4,E045,2
1,17,17,0,0,0,0,0,0,0,0,1,1,17,0,0,1,0,0,1,1,0,0,1,0.5,E096,1
3,49,11,0,0,0,1,1,1,0,0,1,1,28,0,0,0,0,1,0,0,1,1,0,0.4,E020,2
1,68,18,0,0,1,1,1,0,0,0,1,0,39,0,0,0,0,1,0,1,1,0,0,0.25,E069,1
1,14,21,0,0,1,0,0,1,1,0,1,1,31,1,0,1,0,0,0,1,1,1,0,0.6,E029,3
2,12,19,0,0,0,0,1,0,0,0,0,1,25,1,1,0,0,1,0,0,1,0,0,0.5,E087,1
1,56,19,1,1,1,0,0,0,0,0,1,0,32,0,0,0,0,0,0,1,0,1,1,0.25,E054,1
1,48,10,0,1,1,0,0,1,1,0,0,1,9,0,0,0,0,0,0,1,0,0,1,0.4,E018,2
3,69,31,0,1,1,0,0,0,0,0,0,0,31,0,1,1,0,1,1,0,0,0,1,1.0,E045,2
1,15,17,0,1,0,0,1,1,1,0,0,1,19,0,0,0,0,1,0,1,1,1,1,0.6,E098,3
1,49,22,1,0,1,1,1,0,0,1,0,0,25,0,0,1,0,0,0,0,1,0,1,0.4,E007,2
2,69,10,1,0,0,0,0,1,1,1,1,0,26,0,0,0,0,1,1,1,0,0,0,0.4,E089,2
1,4,33,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,0.33,E064,1
1,56,30,1,0,1,1,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,1,0,0.67,E048,2
1,69,23,0,0,0,1,0,0,1,0,0,1,23,1,0,1,1,0,0,1,0,0,0,0.67,E028,2
3,32,32,0,0,0,0,1,1,0,0,1,0,26,0,0,0,0,1,0,0,1,1,0,0.67,E092,2
3,16,20,0,1,0,0,0,1,0,0,0,0,31,0,0,1,1,0,1,0,0,1,1,0.5,E024,1
1,72,19,0,0,1,0,1,0,0,0,0,0,20,0,0,0,0,1,1,1,0,1,0,0.5,E042,1
2,62,38,1,0,1,0,1,0,0,0,0,1,48,0,1,0,0,0,0,0,0,1,1,0.25,E035,1
1,7,17,0,1,1,0,0,0,0,1,1,1,22,0,0,0,1,1,0,0,1,0,1,0.4,E004,2
3,63,8,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,1,1,1,0,1,1,0.5,E053,1
2,64,24,1,0,0,0,0,1,1,1,0,0,18,0,1,1,1,0,1,0,0,1,0,0.25,E011,1
1,10,7,0,1,1,0,1,0,1,0,0,0,48,0,1,0,0,1,0,1,1,0,0,0.75,E088,3
3,22,5,0,0,1,0,0,0,1,1,1,1,47,0,0,0,1,0,1,1,1,0,0,0.4,E087,2
3,52,24,0,0,0,0,0,0,1,1,0,0,43,1,1,0,0,1,0,0,1,0,0,0.5,E042,1
2,23,38,0,0,1,1,0,0,0,1,1,0,25,0,0,1,0,0,0,1,0,0,1,0.25,E093,1
3,36,9,0,1,0,0,0,0,0,1,0,1,39,1,1,0,0,0,0,1,0,1,1,0.67,E051,2
3,46,29,1,0,0,0,1,0,1,0,0,1,19,0,1,0,0,1,0,1,0,1,0,0.5,E041,2
2,71,36,1,0,0,1,1,0,0,1,0,1,14,1,0,0,0,0,0,1,1,1,1,0.6,E009,3
3,32,6,1,0,1,1,0,1,0,0,1,0,32,0,0,1,0,0,0,1,0,1,0,0.4,E016,2
3,71,27,0,0,1,1,0,1,0,0,0,1,16,0,1,0,0,0,0,1,0,0,1,0.25,E005,1
2,36,25,1,1,1,0,0,0,0,1,0,0,17,0,0,1,0,0,0,0,1,1,1,0.5,E020,2
3,7,18,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0.5,E059,1
3,28,32,1,1,1,0,1,0,0,0,1,0,48,1,0,0,0,1,1,0,0,0,0,0.4,E012,2
3,52,8,1,0,1,0,0,0,1,1,1,0,21,0,0,0,0,1,0,1,1,0,1,0.4,E030,2
2,71,9,1,1,0,1,0,0,0,0,1,1,27,0,1,1,0,0,0,0,0,0,1,0.4,E065,2
1,33,37,0,1,1,0,0,0,0,1,0,1,11,1,0,1,0,1,0,0,1,0,0,0.5,E049,2
2,63,5,1,0,0,0,0,0,1,1,1,0,42,1,0,1,0,1,1,0,0,0,0,0.25,E014,1
1,69,27,0,0,1,0,1,1,1,0,0,1,28,1,0,1,0,0,0,1,0,0,1,0.6,E034,3
2,24,19,1,0,0,1,0,0,0,0,1,0,16,1,0,0,0,0,0,0,1,0,1,0.33,E056,1
3,28,8,0,0,0,0,0,1,1,0,0,0,22,0,0,1,0,1,1,0,0,0,0,0.5,E068,1
2,66,21,1,0,0,1,0,0,0,1,1,0,25,0,0,0,0,0,0,1,0,1,1,0.25,E089,1
2,39,26,0,0,0,1,0,0,0,1,0,1,20,0,0,1,0,0,1,0,0,0,1,0.33,E074,1
1,17,17,0,1,0,1,1,1,0,0,0,1,23,1,0,1,0,1,0,1,0,0,1,0.4,E032,2
1,34,20,1,0,1,1,0,0,1,0,0,1,50,1,0,0,1,0,1,1,0,1,0,0.6,E042,3
1,43,5,0,1,0,1,1,1,0,0,0,1,46,1,1,0,0,0,0,1,1,0,1,0.4,E044,2
1,8,32,1,0,0,1,1,0,1,0,0,0,21,1,0,0,0,0,1,0,0,0,0,0.25,E054,1
2,64,12,1,1,1,0,0,1,0,1,0,0,29,0,1,0,0,0,1,1,0,1,1,0.4,E098,2
3,43,10,0,0,1,0,0,0,0,1,1,1,31,0,1,0,0,0,0,1,1,0,0,0.25,E048,1
3,34,24,1,1,0,0,0,1,1,1,0,0,39,0,0,0,0,0,1,1,0,0,0,0.4,E079,2
3,34,24,0,1,0,0,0,1,0,0,0,0,36,1,0,1,0,1,1,0,1,0,0,0.5,E052,1
2,46,19,0,0,1,1,0,1,0,0,1,0,3,1,0,0,0,1,1,1,0,1,0,0.5,E023,2
2,67,28,0,0,1,0,0,1,0,0,0,1,39,0,0,0,0,0,1,0,0,0,1,0.67,E035,2
3,42,40,1,0,1,0,1,0,1,0,0,1,9,1,0,1,0,1,1,0,0,0,1,0.8,E051,4
1,31,27,0,1,0,0,0,0,1,0,0,0,47,0,0,0,0,1,0,1,0,0,0,0.5,E027,1
2,17,22,0,1,1,0,0,0,1,1,1,0,29,0,0,1,0,1,0,0,0,0,0,0.2,E089,1
2,15,28,0,0,0,0,1,0,1,0,1,0,40,0,0,0,0,1,1,0,1,0,1,0.33,E089,1
3,9,40,0,0,0,0,0,0,1,0,0,1,31,1,1,1,0,0,1,0,0,0,1,0.5,E082,1
1,26,32,0,1,1,0,0,0,1,1,0,1,16,0,0,1,0,0,1,0,0,1,0,0.2,E000,1
3,64,16,0,1,1,0,0,1,1,0,1,0,11,0,0,1,1,0,0,0,1,0,0,0.2,E067,1
2,17,16,0,1,0,1,0,0,1,0,0,0,8,0,0,1,0,0,0,1,0,0,0,0.33,E006,1
1,41,21,0,0,1,0,0,0,1,0,1,0,31,0,0,1,0,0,0,0,1,0,0,0.33,E021,1
2,67,22,1,0,0,1,1,0,0,1,0,1,4,0,0,0,1,0,0,0,0,0,1,0.4,E047,2
3,63,28,1,0,1,0,0,0,0,0,1,0,21,1,1,0,1,0,0,0,1,1,0,0.67,E027,2
2,10,16,0,0,0,1,0,0,0,1,0,1,33,1,0,0,1,0,0,0,0,0,0,0.33,E037,1
1,45,30,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0.5,E093,1
3,41,7,0,0,1,0,0,1,0,0,0,1,46,0,0,0,1,0,0,0,0,0,1,0.33,E024,1
3,52,19,0,1,0,0,0,1,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0.25,E025,1
2,33,33,0,0,1,1,1,1,1,0,0,0,17,0,0,1,0,0,1,0,0,0,0,0.4,E093,2
2,25,31,0,0,0,1,1,0,0,1,1,1,33,1,1,0,1,0,0,0,0,1,1,0.6,E031,3
3,55,20,0,1,0,0,0,1,0,1,0,0,34,0,1,1,0,0,0,0,1,0,0,0.67,E097,2
2,30,32,1,1,0,0,1,1,0,0,0,1,31,1,0,0,1,0,0,1,0,0,1,0.4,E036,2
3,64,33,0,1,1,0,0,0,0,0,0,0,29,0,0,1,0,1,1,0,0,0,1,0.5,E039,1
2,45,18,0,0,1,1,0,0,0,0,0,1,29,0,0,1,0,0,0,1,0,0,1,0.67,E056,2
2,35,10,1,0,0,0,0,1,0,0,0,0,40,1,0,1,0,1,0,0,0,1,0,0.5,E013,1
2,34,6,0,0,0,0,0,0,1,0,0,1,50,0,0,1,1,0,0,1,1,1,0,0.5,E081,1
3,48,40,1,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,0.33,E090,1
1,56,37,0,0,0,1,0,1,1,0,1,1,39,0,0,1,0,1,0,0,1,0,1,0.2,E078,1
2,67,18,0,1,1,1,1,0,1,0,0,0,17,0,0,0,0,1,0,0,1,1,0,0.2,E031,1
1,72,5,0,0,0,0,1,0,1,1,1,0,21,0,1,0,1,0,0,0,1,1,0,0.5,E059,2
3,34,30,0,1,0,0,1,1,1,1,0,0,23,0,1,0,0,1,1,0,0,0,1,0.6,E008,3
2,68,10,1,0,0,1,0,0,1,0,0,0,39,0,0,0,1,1,0,0,0,0,0,0.33,E056,1
2,58,32,0,1,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0,0,1,1,0,0.5,E009,1
1,67,30,0,1,0,0,1,0,0,0,1,1,40,1,1,1,1,0,0,1,0,0,0,0.25,E062,1
2,41,18,0,1,0,0,0,0,1,0,0,0,39,0,1,0,0,0,1,0,0,0,1,0.5,E034,1
2,54,34,0,0,1,1,0,0,1,0,0,0,19,0,1,1,0,1,1,0,0,0,1,0.33,E050,1
1,48,26,0,0,1,0,0,0,1,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0.33,E029,1
1,38,22,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0.5,E043,1
2,41,23,0,1,1,0,0,0,1,0,0,0,24,0,1,0,0,0,1,0,0,0,1,0.33,E087,1
1,65,35,0,0,0,1,1,1,0,1,0,1,31,0,1,0,1,0,0,1,1,1,0,0.4,E047,2
1,50,23,1,1,0,0,0,1,0,1,0,1,10,1,0,1,0,1,0,1,0,0,1,0.4,E076,2
2,50,11,0,1,1,1,0,0,1,1,0,0,47,0,0,1,0,1,0,0,0,0,1,0.2,E011,1
1,48,38,1,1,0,0,0,1,0,1,0,0,28,0,1,0,0,1,0,0,1,0,1,0.5,E035,2
3,26,19,0,0,0,0,1,0,0,1,1,0,35,1,1,0,0,1,0,0,0,0,1,0.33,E033,1
1,13,7,0,1,0,1,0,1,0,0,0,1,28,0,0,0,0,1,0,0,1,0,1,0.25,E060,1
1,36,6,0,1,0,0,0,0,1,0,0,0,24,0,1,0,0,0,1,0,0,0,0,0.5,E064,1
3,31,26,1,1,0,0,0,0,0,0,0,0,16,0,1,1,1,0,0,1,0,0,1,0.5,E014,1
3,7,5,1,0,0,1,1,0,0,1,0,1,3,0,0,0,1,1,0,0,0,0,0,0.4,E048,2
1,23,18,1,0,1,0,0,0,1,1,0,0,45,1,0,0,0,0,0,1,0,0,0,0.5,E018,2
3,63,15,0,0,0,1,1,0,0,1,1,0,31,1,0,1,1,0,0,1,0,0,1,0.25,E058,1
2,40,31,0,0,0,1,1,0,0,1,0,1,17,1,0,0,0,1,0,1,0,1,0,0.25,E086,1
2,24,39,1,0,0,1,0,1,1,1,0,0,23,0,0,0,0,1,0,1,0,0,0,0.2,E056,1
2,60,7,1,0,0,0,0,1,1,0,1,0,44,1,0,0,1,0,1,0,1,1,0,0.75,E094,3
1,19,14,1,0,1,0,0,0,1,0,0,1,40,1,0,1,0,1,0,0,1,0,1,0.75,E089,3
1,30,35,0,0,1,0,1,1,1,0,0,1,33,0,0,0,1,0,1,1,0,0,1,0.6,E053,3
2,64,12,0,0,0,1,0,0,1,1,0,0,12,0,0,1,0,1,0,0,1,0,0,0.33,E089,1
2,46,30,0,1,1,1,1,0,0,1,0,0,50,1,1,1,0,0,1,1,0,0,0,0.4,E056,2
2,51,14,0,0,1,1,0,1,1,0,0,0,5,1,0,1,0,1,0,0,0,0,1,0.25,E012,1
1,62,11,1,1,1,0,0,0,0,0,1,0,24,0,0,0,0,1,0,0,0,1,1,0.25,E026,1
1,9,31,0,0,0,1,0,0,0,0,0,1,18,1,0,1,1,0,0,1,0,0,0,0.5,E067,1
2,36,9,0,1,1,0,1,1,0,0,1,0,49,0,0,0,1,1,1,0,1,1,0,0.6,E014,3
1,31,11,0,0,1,0,0,0,0,1,0,0,36,1,1,1,0,0,1,0,0,1,0,0.5,E086,1
1,7,30,1,1,0,0,0,0,1,0,0,0,9,0,1,0,1,0,1,0,0,1,0,0.33,E027,1
2,60,12,1,0,0,1,0,1,0,0,1,1,39,1,0,1,0,0,1,1,0,0,1,0.6,E026,3
1,50,22,1,0,1,1,0,0,1,0,1,0,31,0,1,1,1,0,1,0,0,0,1,0.4,E029,2
2,28,7,0,1,0,0,0,1,0,0,1,1,19,0,0,1,1,0,0,0,0,0,1,0.25,E019,1
1,9,9,0,1,0,0,1,1,1,1,0,0,41,0,1,0,1,1,0,0,0,1,1,0.4,E071,2
1,50,31,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.4,E061,2
3,26,10,1,0,1,1,0,0,0,0,1,1,50,0,1,0,1,0,0,0,1,0,0,0.2,E039,1
1,24,24,0,0,0,0,1,0,0,1,0,1,30,1,1,1,0,1,0,0,0,0,1,0.67,E035,2
2,16,22,1,1,0,1,0,0,1,0,1,0,2,1,0,0,0,1,0,0,1,1,0,0.4,E082,2
3,17,8,0,0,1,0,0,1,0,1,1,1,25,1,0,1,0,0,1,0,1,0,1,0.8,E075,4
3,30,9,1,0,1,1,0,0,0,1,0,0,47,0,0,1,0,1,1,1,0,1,0,0.25,E059,1
2,11,29,0,0,0,1,0,0,1,0,1,1,41,1,0,0,0,0,1,1,0,1,0,0.5,E038,2
2,18,18,0,0,0,0,1,0,1,1,0,0,40,0,0,0,0,1,1,0,0,1,1,0.33,E056,1
2,19,36,0,0,0,1,0,1,1,1,0,0,21,0,0,0,1,0,0,0,1,0,0,0.5,E076,2
2,62,7,0,1,0,1,0,0,1,0,0,1,17,0,0,0,0,1,0,0,0,1,1,0.25,E041,1
3,5,39,0,0,1,0,0,0,1,0,0,0,20,0,1,0,1,1,0,1,0,0,0,0.5,E037,1
2,5,8,1,1,0,0,1,0,0,1,0,1,46,1,0,0,0,0,1,0,0,1,0,0.2,E023,1
3,26,40,0,0,0,0,1,1,0,0,1,0,3,0,0,0,1,0,1,1,1,0,0,0.33,E074,1
3,61,29,0,0,0,1,0,0,1,1,0,0,9,0,0,0,1,0,1,0,1,0,1,0.67,E004,2
2,44,40,0,1,0,0,0,1,1,1,0,0,49,1,1,0,0,0,0,1,0,1,0,0.5,E067,2
1,45,8,0,1,1,0,0,1,0,0,1,1,15,0,1,1,1,0,0,0,1,1,0,0.6,E018,3
1,26,37,0,0,0,0,1,0,0,1,0,0,8,0,0,1,0,1,1,0,0,0,1,0.5,E020,1
1,7,14,0,0,1,0,0,1,0,0,1,1,13,0,0,1,0,0,1,0,1,0,0,0.5,E036,2
3,5,11,0,0,0,0,0,1,0,0,0,1,41,1,0,0,1,1,0,0,0,1,1,0.5,E013,1
2,62,28,0,0,1,0,0,0,0,1,0,1,42,0,0,1,0,0,0,1,0,0,0,0.33,E095,1
2,34,15,0,1,0,0,1,0,0,1,0,1,26,0,1,0,0,0,1,0,0,0,0,0.25,E087,1
1,6,22,0,0,1,1,0,0,1,0,0,1,31,0,0,0,0,0,1,1,0,0,0,0.25,E010,1
1,27,20,0,0,0,0,0,0,0,1,1,1,37,0,1,0,1,1,0,0,0,1,1,0.67,E022,2
2,24,19,0,0,1,0,0,0,0,0,1,1,29,0,1,0,0,1,0,0,1,1,0,0.33,E022,1
2,6,30,0,0,0,1,1,0,1,0,0,1,29,0,0,1,0,0,0,1,0,0,1,0.5,E019,2
2,47,30,1,0,1,0,0,1,0,0,1,0,12,0,1,1,0,0,1,1,0,1,0,0.75,E027,3
1,60,23,1,0,0,1,0,0,1,1,0,1,46,0,0,0,1,1,0,1,1,0,0,0.6,E038,3
3,39,29,1,0,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,1,0,1,0,0.5,E091,1
1,8,20,0,0,1,0,1,0,1,1,1,0,28,0,0,0,1,1,0,1,1,1,0,0.8,E064,4
1,41,25,0,1,1,0,0,0,0,1,1,1,44,1,0,0,0,0,1,0,1,0,1,0.4,E018,2
3,54,14,0,1,0,0,1,0,0,0,0,0,30,1,0,0,0,1,0,0,0,1,1,0.5,E006,1
3,67,12,1,0,1,0,0,0,1,0,1,1,34,1,0,0,1,0,0,1,0,0,0,0.4,E055,2
2,52,18,1,1,1,1,0,0,0,0,1,0,26,0,0,1,0,1,0,1,0,0,0,0.2,E059,1
1,37,31,0,0,1,1,1,1,0,1,0,0,27,0,1,1,0,0,1,0,0,0,0,0.4,E053,2
1,69,36,0,0,0,0,1,0,1,0,0,1,34,1,1,0,0,0,0,0,1,0,1,0.33,E067,1
1,36,9,0,0,0,1,0,1,0,0,0,1,48,1,0,0,0,0,0,0,0,0,1,0.33,E004,1
2,24,37,1,1,0,0,0,0,1,1,0,0,34,1,0,0,1,0,1,0,1,0,0,0.5,E026,2
1,9,6,0,0,1,0,0,1,0,0,0,0,17,0,1,0,0,0,1,1,1,0,0,0.5,E077,1
1,50,37,1,1,0,0,1,0,1,0,0,0,37,1,0,0,1,1,0,1,1,0,0,0.75,E081,3
3,41,18,1,0,0,0,0,1,0,1,1,1,6,0,1,0,0,0,0,1,0,0,1,0.2,E067,1
2,4,36,1,1,0,1,1,0,0,0,0,1,31,0,0,0,1,1,0,0,1,1,0,0.4,E026,2
